cik10,candidate_symbols,company_name_as_filed,sector,symbol_source,ticker,started_at_utc,status,rows,first_observed_date,last_observed_date,history_file,uncompressed_sha256,compressed_sha256,error_type,error_message,completed_at_utc,first_eligible_decision,last_eligible_decision,history_overlaps_eligible_interval,issuer_period_probe_status
0001418091,TWTR,"TWITTER, INC.",technology,last_filing_inline_xbrl,TWTR,2026-08-13T10:06:13.865291+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:14.079007+00:00,2015-04-01 00:00:00+00:00,2023-10-01 00:00:00+00:00,False,no_free_history
0001418100,AVYA,AVAYA HOLDINGS CORP.,technology,last_filing_inline_xbrl,AVYA,2026-08-13T10:04:58.404201+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:04:58.650436+00:00,2020-01-01 00:00:00+00:00,2024-10-01 00:00:00+00:00,False,no_free_history
0001419625,APTI,APPTIO INC,technology,last_filing_instance_xbrl,APTI,2026-08-13T10:04:53.986669+00:00,ok,583,2016-09-23 00:00:00+00:00,2019-01-17 00:00:00+00:00,histories/APTI.csv.gz,3cb928c5704cbf994a7ea3ee01ed714420248e9bbdcc53f4840707d0ca22b3c4,10265b93b24cd36067dc179abd544d91d3168861ee3f3aea1be931193dbf8f0f,,,2026-08-13T10:04:54.199594+00:00,2018-04-01 00:00:00+00:00,2020-01-01 00:00:00+00:00,True,history_overlaps_eligible_period
0001420302,LOGM,"LOGMEIN, INC.",technology,last_filing_inline_xbrl,LOGM,2026-08-13T10:05:35.069794+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:35.271571+00:00,2012-04-01 00:00:00+00:00,2021-10-01 00:00:00+00:00,False,no_free_history
0001423542,SKUL,"SKULLCANDY, INC.",technology,last_filing_instance_xbrl,SKUL,2026-08-13T10:06:02.465308+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:02.644306+00:00,2013-04-01 00:00:00+00:00,2017-10-01 00:00:00+00:00,False,no_free_history
0001423774,ZUO,ZUORA INC,technology,last_filing_inline_xbrl,ZUO,2026-08-13T10:06:22.459364+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:22.657753+00:00,2020-07-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,False,no_free_history
0001428669,SWI,"SOLARWINDS, INC.",technology,last_filing_instance_xbrl,SWI,2026-08-13T10:06:08.819451+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:09.017987+00:00,2012-04-01 00:00:00+00:00,2017-01-01 00:00:00+00:00,False,no_free_history
0001431959,MMAT,META MATERIALS INC.,technology,last_filing_inline_xbrl,MMAT,2026-08-13T10:05:40.713752+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:40.971805+00:00,2019-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,False,no_free_history
0001433714,CSLT,"CASTLIGHT HEALTH, INC.",technology,last_filing_inline_xbrl,CSLT,2026-08-13T10:05:08.662811+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:08.993696+00:00,2016-04-01 00:00:00+00:00,2023-01-01 00:00:00+00:00,False,no_free_history
0001437352,EVBG,"EVERBRIDGE, INC.",technology,last_filing_inline_xbrl,EVBG,2026-08-13T10:05:19.344988+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:19.560165+00:00,2018-07-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,False,no_free_history
0001438231,DMRC,DIGIMARC CORP,technology,last_filing_inline_xbrl,DMRC,2026-08-13T10:05:12.871416+00:00,ok,6713,1999-12-02 00:00:00+00:00,2026-08-12 00:00:00+00:00,histories/DMRC.csv.gz,4702c6ea81c9caf9f538413aed5547068632697982dccbe5ad5e9627f4c78d70,5a575abd669639994ea05da4d289a172c991f1837a67eefcd64aa6f96e65292c,,,2026-08-13T10:05:13.212913+00:00,2012-04-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,True,history_overlaps_eligible_period
0001439404,ZNGA,ZYNGA INC,technology,last_filing_inline_xbrl,ZNGA,2026-08-13T10:06:22.254378+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:22.459323+00:00,2013-04-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,False,no_free_history
0001447599,FIT,"FITBIT, INC.",technology,last_filing_inline_xbrl,FIT,2026-08-13T10:05:21.114129+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:21.437926+00:00,2017-04-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,False,no_free_history
0001448056,NEWR,"NEW RELIC, INC.",technology,last_filing_inline_xbrl,NEWR,2026-08-13T10:05:46.723421+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:46.923383+00:00,2016-07-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,False,no_free_history
0001449278,TUBE,TUBEMOGUL INC,technology,last_filing_instance_xbrl,TUBE,2026-08-13T10:06:13.223537+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:13.406572+00:00,2016-04-01 00:00:00+00:00,2018-01-01 00:00:00+00:00,False,no_free_history
0001452751,NMBL,NIMBLE STORAGE INC,technology,last_filing_instance_xbrl,NMBL,2026-08-13T10:05:47.188174+00:00,ok,193,2025-11-03 00:00:00+00:00,2026-08-12 00:00:00+00:00,histories/NMBL.csv.gz,dc8f47a43700ec939cce4dffec19018bf3ac3097c1c6e5dbb0db9f7516a2c388,8802561010b2324fc7b5c55acef47a88fb7078661c4309ca42c21884cbadcca4,,,2026-08-13T10:05:47.339795+00:00,2015-07-01 00:00:00+00:00,2018-04-01 00:00:00+00:00,False,history_outside_eligible_period_possible_ticker_reuse
0001453814,MDSO,"MEDIDATA SOLUTIONS, INC.",technology,last_filing_inline_xbrl,MDSO,2026-08-13T10:05:37.783580+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:37.993053+00:00,2012-04-01 00:00:00+00:00,2020-10-01 00:00:00+00:00,False,no_free_history
0001456455,PFGB,"PFO GLOBAL, INC.",technology,last_filing_instance_xbrl,PFGB,2026-08-13T10:05:50.798098+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:50.931556+00:00,2016-10-01 00:00:00+00:00,2018-01-01 00:00:00+00:00,False,no_free_history
0001458962,MB,"MINDBODY, INC.",technology,last_filing_instance_xbrl,MB,2026-08-13T10:05:36.307253+00:00,ok,336,2025-04-10 00:00:00+00:00,2026-08-12 00:00:00+00:00,histories/MB.csv.gz,501247605541dffc8a98612d0320239841b9e3323a886e6bcc7d9016c49998a3,d2b17607fb5b08b84c42ca9b375dde380fbed97e43127831b36548b25609ea56,,,2026-08-13T10:05:36.466278+00:00,2017-04-01 00:00:00+00:00,2020-01-01 00:00:00+00:00,False,history_outside_eligible_period_possible_ticker_reuse
0001459417,TWOU,"2U, INC.",technology,last_filing_inline_xbrl,TWOU,2026-08-13T10:06:13.611382+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:13.865077+00:00,2016-04-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,False,no_free_history
0001462633,JIVE,"JIVE SOFTWARE, INC.",technology,last_filing_instance_xbrl,JIVE,2026-08-13T10:05:32.586996+00:00,ok,729,2023-09-14 00:00:00+00:00,2026-08-12 00:00:00+00:00,histories/JIVE.csv.gz,6419c561aed70b9823b24256394c6c1e665e248e94264de08f604c99c074a1a0,acd259b6064c78d4ec744dc50834a8f515313d1908751163897cb5336da6f62f,,,2026-08-13T10:05:32.763919+00:00,2013-04-01 00:00:00+00:00,2018-07-01 00:00:00+00:00,False,history_outside_eligible_period_possible_ticker_reuse
0001463172,ZEN,"ZENDESK, INC.",technology,last_filing_inline_xbrl,ZEN,2026-08-13T10:06:21.794407+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:21.998079+00:00,2016-04-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,False,no_free_history
0001468666,SCWX,SECUREWORKS CORP,technology,last_filing_inline_xbrl,SCWX,2026-08-13T10:06:00.444814+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:00.649273+00:00,2018-04-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,False,no_free_history
0001469433,ACOM,ANCESTRY.COM INC.,technology,last_filing_instance_xbrl,ACOM,2026-08-13T10:04:50.686368+00:00,ok,38,2026-06-17 00:00:00+00:00,2026-08-12 00:00:00+00:00,histories/ACOM.csv.gz,67048f98dcceed20c1c9c5f374b7bcf97518352d4c7f3763c831e5616093f783,e1483de491bc377a3a0d84fd2457adc5a07528d04a31f20ff64203cd780d9e92,,,2026-08-13T10:04:50.838817+00:00,2012-04-01 00:00:00+00:00,2014-01-01 00:00:00+00:00,False,history_outside_eligible_period_possible_ticker_reuse
0001470099,MOBL,"MOBILEIRON, INC.",technology,last_filing_inline_xbrl,MOBL,2026-08-13T10:05:41.621357+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:41.881684+00:00,2016-04-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,False,no_free_history
0001474439,TNAV,"TELENAV, INC.",technology,last_filing_inline_xbrl,TNAV,2026-08-13T10:06:11.973192+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:12.172238+00:00,2012-04-01 00:00:00+00:00,2022-04-01 00:00:00+00:00,False,no_free_history
0001475115,EB,"EVENTBRITE, INC.",technology,last_filing_inline_xbrl,EB,2026-08-13T10:05:14.094009+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:14.301582+00:00,2020-04-01 00:00:00+00:00,2026-07-01 00:00:00+00:00,False,no_free_history
0001484504,GIMO,GIGAMON INC.,technology,last_filing_instance_xbrl,GIMO,2026-08-13T10:05:23.672691+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:23.812253+00:00,2015-04-01 00:00:00+00:00,2019-01-01 00:00:00+00:00,False,no_free_history
0001487101,KEYW,KEYW HOLDING CORP,technology,last_filing_inline_xbrl,KEYW,2026-08-13T10:05:33.232768+00:00,ok,2168,2010-10-01 00:00:00+00:00,2019-06-12 00:00:00+00:00,histories/KEYW.csv.gz,1895e9481cd4bff78020eea15053837e238e55412a8136a53b96daf1206c9ee6,400089aeb03b3250806affb49ed41f7b9a99f49daa2a16725e0ec739b74f4200,,,2026-08-13T10:05:33.537717+00:00,2012-04-01 00:00:00+00:00,2020-07-01 00:00:00+00:00,True,history_overlaps_eligible_period
0001487990,ARX,AEROFLEX HOLDING CORP.,technology,last_filing_instance_xbrl,ARX,2026-08-13T10:04:55.886940+00:00,ok,264,2025-07-24 00:00:00+00:00,2026-08-12 00:00:00+00:00,histories/ARX.csv.gz,41cc0b13b43c0eb1de3580a85f864af58809ca8631eb15a9f1ecf19c0f2ece74,106f4a449b1e91cec2787d4bbc6465f1551f40021842f7991e05cffb1c9fafe2,,,2026-08-13T10:04:56.028655+00:00,2012-10-01 00:00:00+00:00,2015-07-01 00:00:00+00:00,False,history_outside_eligible_period_possible_ticker_reuse
0001496963,SQSP,"SQUARESPACE, INC.",technology,last_filing_inline_xbrl,SQSP,2026-08-13T10:06:05.782554+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:06.065008+00:00,2023-04-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,False,no_free_history
0001506439,SHSP,"SHARPSPRING, INC.",technology,last_filing_inline_xbrl,SHSP,2026-08-13T10:06:01.876918+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:02.076335+00:00,2020-04-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,False,no_free_history
0001524471,XLS,EXELIS INC.,technology,last_filing_instance_xbrl,XLS,2026-08-13T10:06:19.499455+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:19.699498+00:00,2013-04-01 00:00:00+00:00,2016-07-01 00:00:00+00:00,False,no_free_history
0001526160,FLTX,FLEETMATICS GROUP PLC,technology,last_filing_instance_xbrl,FLTX,2026-08-13T10:05:21.637711+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:21.763225+00:00,2014-04-01 00:00:00+00:00,2018-01-01 00:00:00+00:00,False,no_free_history
0001535379,CLDR,"CLOUDERA, INC.",technology,last_filing_inline_xbrl,CLDR,2026-08-13T10:05:05.982176+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:06.233079+00:00,2019-04-01 00:00:00+00:00,2022-10-01 00:00:00+00:00,False,no_free_history
0001540184,MDLA,"MEDALLIA, INC.",technology,last_filing_inline_xbrl,MDLA,2026-08-13T10:05:37.162817+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:37.367082+00:00,2021-04-01 00:00:00+00:00,2022-10-01 00:00:00+00:00,False,no_free_history
0001540400,EOPN,E2OPEN INC,technology,last_filing_instance_xbrl,EOPN,2026-08-13T10:05:17.299121+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:17.482374+00:00,2014-07-01 00:00:00+00:00,2016-04-01 00:00:00+00:00,False,no_free_history
0001540755,PLAN,"ANAPLAN, INC.",technology,last_filing_inline_xbrl,PLAN,2026-08-13T10:05:51.595847+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:51.845274+00:00,2020-04-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,False,no_free_history
0001543916,FORG,"FORGEROCK, INC.",technology,last_filing_inline_xbrl,FORG,2026-08-13T10:05:21.763235+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:22.025048+00:00,2023-04-01 00:00:00+00:00,2024-10-01 00:00:00+00:00,False,no_free_history
0001575189,MTCH,"MATCH GROUP, INC.",technology,last_filing_inline_xbrl,MTCH,2026-08-13T10:05:44.353178+00:00,ok,8449,1993-01-19 00:00:00+00:00,2026-08-12 00:00:00+00:00,histories/MTCH.csv.gz,7b7943e4bdd2574534163e8143623ad8bda939f549d3b2efc2218717ac5ab7c1,cf3e4e5fe60cb251a3320986578479f7caf95f23816cfa75bcca115301601584,,,2026-08-13T10:05:44.846376+00:00,2017-04-01 00:00:00+00:00,2021-07-01 00:00:00+00:00,True,history_overlaps_eligible_period
0001576169,BNFT,"BENEFITFOCUS, INC.",technology,last_filing_inline_xbrl,BNFT,2026-08-13T10:05:01.304798+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:01.578967+00:00,2015-04-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,False,no_free_history
0001576914,MIXT,MIX TELEMATICS LTD,technology,last_filing_inline_xbrl,MIXT,2026-08-13T10:05:39.548366+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:39.851261+00:00,2020-10-01 00:00:00+00:00,2025-04-01 00:00:00+00:00,False,no_free_history
0001584754,AKTS,"AKOUSTIS TECHNOLOGIES, INC.",technology,last_filing_instance_xbrl,AKTS,2026-08-13T10:04:52.077703+00:00,ok,147,2026-01-09 00:00:00+00:00,2026-08-12 00:00:00+00:00,histories/AKTS.csv.gz,44bfc449febc6e26584e812674149a47b9d9b302e58eac5256f56b745345218b,cba24907d9f68241e7f6b19c8930bbc64a99aa65d6707e821d0edd6e9211bebe,,,2026-08-13T10:04:52.227137+00:00,2019-01-01 00:00:00+00:00,2021-07-01 00:00:00+00:00,False,history_outside_eligible_period_possible_ticker_reuse
0001585854,SEMI,SUNEDISON SEMICONDUCTOR LTD,technology,last_filing_instance_xbrl,SEMI,2026-08-13T10:06:01.181829+00:00,ok,1095,2022-03-30 00:00:00+00:00,2026-08-12 00:00:00+00:00,histories/SEMI.csv.gz,fbd2585e05038ecd03231c7e66bc1699392491c8ecd4388cbb4b82f1ee9c5dfd,78e912d0c3e98b03d3b7fb719c8e61da9ba02883a77bcf87f62dfa52336c7a68,,,2026-08-13T10:06:01.429402+00:00,2016-04-01 00:00:00+00:00,2018-01-01 00:00:00+00:00,False,history_outside_eligible_period_possible_ticker_reuse
0001595262,IMS,"IMS HEALTH HOLDINGS, INC.",technology,last_filing_instance_xbrl,IMS,2026-08-13T10:05:28.725678+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:28.907066+00:00,2016-04-01 00:00:00+00:00,2017-10-01 00:00:00+00:00,False,no_free_history
0001598014,INFO,IHS MARKIT LTD.,technology,last_filing_inline_xbrl,INFO,2026-08-13T10:05:29.823558+00:00,ok,459,2024-10-10 00:00:00+00:00,2026-08-12 00:00:00+00:00,histories/INFO.csv.gz,d3547adb81275084d5f16b120708c1b0bbeba087fe561563fc421456a030a408,4048a39dc437ae5c8364db2966fb0f586a183c430e7203d9c469a6d2c6297fb0,,,2026-08-13T10:05:29.987639+00:00,2017-01-01 00:00:00+00:00,2023-04-01 00:00:00+00:00,False,history_outside_eligible_period_possible_ticker_reuse
0001610532,HDP,"HORTONWORKS, INC.",technology,last_filing_instance_xbrl,HDP,2026-08-13T10:05:25.629372+00:00,ok,1021,2014-12-12 00:00:00+00:00,2019-01-03 00:00:00+00:00,histories/HDP.csv.gz,f1ccb2d9b3d38dde21deefd6200a6cb329b869a94b0a3f7f7fff072633793c8c,b4a94f1d02a0bb6b8f2c58d35edc4f65f7ac5a3267e17ab869e91336427c41da,,,2026-08-13T10:05:25.824614+00:00,2016-04-01 00:00:00+00:00,2020-01-01 00:00:00+00:00,True,history_overlaps_eligible_period
0001619954,INOV,"INOVALON HOLDINGS, INC.",technology,last_filing_inline_xbrl,INOV,2026-08-13T10:05:29.987655+00:00,ok,695,2023-11-01 00:00:00+00:00,2026-08-12 00:00:00+00:00,histories/INOV.csv.gz,fa5cd7e5244e39b99973a85b2a1a675eb30f5fbd8e02be6c2da55402baa0c5c0,11c3a50775f9ffe253a4d7b5a50d2190f9dc58bd4b9444a5ab6e9486a42eb501,,,2026-08-13T10:05:30.151767+00:00,2017-04-01 00:00:00+00:00,2023-01-01 00:00:00+00:00,False,history_outside_eligible_period_possible_ticker_reuse
0001626853,MJCO,MAJESCO,technology,last_filing_instance_xbrl,MJCO,2026-08-13T10:05:39.851391+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:40.052843+00:00,2018-04-01 00:00:00+00:00,2019-04-01 00:00:00+00:00,False,no_free_history
0001627857,SAIL,"SAILPOINT TECHNOLOGIES HOLDINGS, INC.",technology,last_filing_inline_xbrl,SAIL,2026-08-13T10:05:59.589681+00:00,ok,375,2025-02-13 00:00:00+00:00,2026-08-12 00:00:00+00:00,histories/SAIL.csv.gz,0b2a284b7b0dc35c7c36da838d00812d694c15fe64df33c6e614bd6df04ef429,ec677727057334a688728cfe16a2d4ee87ce5363e2c6ad08c8395c4157f1e197,,,2026-08-13T10:05:59.807225+00:00,2019-04-01 00:00:00+00:00,2023-10-01 00:00:00+00:00,False,history_outside_eligible_period_possible_ticker_reuse
0001628945,HLTH,CUE HEALTH INC.,technology,last_filing_inline_xbrl,HLTH,2026-08-13T10:05:26.492667+00:00,ok,16,2026-07-21 00:00:00+00:00,2026-08-12 00:00:00+00:00,histories/HLTH.csv.gz,e66509eab29bd26eba25e687e6a60c2ae3fb7ab0cdfa41fbb5a470f369c6fa6d,b36447e5f0094ea4831885fa92dedc2597e888042499318a7817a95183d29ab6,,,2026-08-13T10:05:26.695997+00:00,2023-04-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,False,history_outside_eligible_period_possible_ticker_reuse
0001631825,PSDO,"PRESIDIO, INC.",technology,last_filing_inline_xbrl,PSDO,2026-08-13T10:05:53.434039+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:53.633863+00:00,2018-10-01 00:00:00+00:00,2021-01-01 00:00:00+00:00,False,no_free_history
0001643269,SUMO,"SUMO LOGIC, INC.",technology,last_filing_inline_xbrl,SUMO,2026-08-13T10:06:07.839628+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:08.097999+00:00,2022-04-01 00:00:00+00:00,2024-04-01 00:00:00+00:00,False,no_free_history
0001644675,MIME,MIMECAST LTD,technology,last_filing_inline_xbrl,MIME,2026-08-13T10:05:38.804123+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:39.002500+00:00,2018-07-01 00:00:00+00:00,2023-04-01 00:00:00+00:00,False,no_free_history
0001645070,STER,STERLING CHECK CORP.,technology,last_filing_inline_xbrl,STER,2026-08-13T10:06:07.639269+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:07.839619+00:00,2023-04-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,False,no_free_history
0001651235,ACIA,"ACACIA COMMUNICATIONS, INC.",technology,last_filing_inline_xbrl,ACIA,2026-08-13T10:04:50.065853+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:04:50.686348+00:00,2018-04-01 00:00:00+00:00,2022-04-01 00:00:00+00:00,False,no_free_history
0001668105,TLND,TALEND S.A.,technology,last_filing_inline_xbrl,TLND,2026-08-13T10:06:11.768022+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:11.973169+00:00,2019-04-01 00:00:00+00:00,2022-10-01 00:00:00+00:00,False,no_free_history
0001679826,PING,PING IDENTITY HOLDING CORP.,technology,last_filing_inline_xbrl,PING,2026-08-13T10:05:51.389657+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:51.595814+00:00,2021-04-01 00:00:00+00:00,2023-10-01 00:00:00+00:00,False,no_free_history
0001682325,GTYH,GTY TECHNOLOGY HOLDINGS INC.,technology,last_filing_inline_xbrl,GTYH,2026-08-13T10:05:24.776004+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:24.986480+00:00,2019-04-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,False,no_free_history
0001689657,BLI,"BERKELEY LIGHTS, INC.",technology,last_filing_inline_xbrl,BLI,2026-08-13T10:05:01.057705+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:01.304736+00:00,2022-04-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,False,no_free_history
0001689923,AYX,"ALTERYX, INC.",technology,last_filing_inline_xbrl,AYX,2026-08-13T10:04:59.417998+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:04:59.622097+00:00,2019-04-01 00:00:00+00:00,2025-04-01 00:00:00+00:00,False,no_free_history
0001690666,XPER,XPERI CORP,technology,last_filing_inline_xbrl,XPER,2026-08-13T10:06:19.946512+00:00,ok,977,2022-09-20 00:00:00+00:00,2026-08-12 00:00:00+00:00,histories/XPER.csv.gz,a63fa0886e6e46b1beeb58014d22a6a251dc904036f73a376ab6d15db58b0874,1cc8b76950363e39f89859c630f3f56480ac8d9873194bd58332e3cfff76a295,,,2026-08-13T10:06:20.260537+00:00,2017-04-01 00:00:00+00:00,2021-07-01 00:00:00+00:00,False,history_outside_eligible_period_possible_ticker_reuse
0001699838,CFLT,"CONFLUENT, INC.",technology,last_filing_inline_xbrl,CFLT,2026-08-13T10:05:04.338783+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:04.658412+00:00,2023-04-01 00:00:00+00:00,2026-07-01 00:00:00+00:00,False,no_free_history
0001701040,CISN,CISION LTD.,technology,last_filing_inline_xbrl,CISN,2026-08-13T10:05:05.314008+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:05.524709+00:00,2017-10-01 00:00:00+00:00,2021-01-01 00:00:00+00:00,False,no_free_history
0001701732,ALTR,ALTAIR ENGINEERING INC.,technology,last_filing_inline_xbrl,ALTR,2026-08-13T10:04:52.776136+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:04:52.975709+00:00,2019-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,False,no_free_history
0001710583,SWCH,"SWITCH, INC.",technology,last_filing_inline_xbrl,SWCH,2026-08-13T10:06:08.528957+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:08.819406+00:00,2019-04-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,False,no_free_history
0001713952,VVNT,"VIVINT SMART HOME, INC.",technology,last_filing_inline_xbrl,VVNT,2026-08-13T10:06:16.681144+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:16.906008+00:00,2021-01-01 00:00:00+00:00,2023-01-01 00:00:00+00:00,False,no_free_history
0001719489,KLR,"KALEYRA, INC.",technology,last_filing_inline_xbrl,KLR,2026-08-13T10:05:33.537725+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:33.731196+00:00,2020-01-01 00:00:00+00:00,2024-10-01 00:00:00+00:00,False,no_free_history
0001720671,HCP,"HASHICORP, INC.",technology,last_filing_inline_xbrl,HCP,2026-08-13T10:05:25.388678+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:25.629340+00:00,2023-04-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,False,no_free_history
0001721947,JAMF,JAMF HOLDING CORP.,technology,last_filing_inline_xbrl,JAMF,2026-08-13T10:05:32.309685+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:32.586972+00:00,2022-04-01 00:00:00+00:00,2026-07-01 00:00:00+00:00,False,no_free_history
0001724570,MSP,DATTO HOLDING CORP.,technology,last_filing_inline_xbrl,MSP,2026-08-13T10:05:43.857153+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:44.110318+00:00,2022-04-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,False,no_free_history
0001724670,PRSP,PERSPECTA INC.,technology,last_filing_inline_xbrl,PRSP,2026-08-13T10:05:53.034550+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:53.238865+00:00,2020-07-01 00:00:00+00:00,2022-04-01 00:00:00+00:00,False,no_free_history
0001725057,DAY,"DAYFORCE, INC.",technology,last_filing_inline_xbrl,DAY,2026-08-13T10:05:12.406868+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:12.657269+00:00,2020-04-01 00:00:00+00:00,2026-07-01 00:00:00+00:00,False,no_free_history
0001725579,PS,"PLURALSIGHT, INC.",technology,last_filing_inline_xbrl,PS,2026-08-13T10:05:53.238887+00:00,ok,72,2026-04-29 00:00:00+00:00,2026-08-12 00:00:00+00:00,histories/PS.csv.gz,6c4e2e3bc3bc2ac59ffe07062d86fbedf043ff9e5c722b985531b6a94ca765f5,bcc59fe259bf0452f61dfd24e70764cdb0a21bd8c6225c6dacc8fd8eb21d33ce,,,2026-08-13T10:05:53.434028+00:00,2020-04-01 00:00:00+00:00,2022-04-01 00:00:00+00:00,False,history_outside_eligible_period_possible_ticker_reuse
0001739936,MNTV,MOMENTIVE GLOBAL INC.,technology,last_filing_inline_xbrl,MNTV,2026-08-13T10:05:41.424399+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:41.621324+00:00,2020-04-01 00:00:00+00:00,2024-07-01 00:00:00+00:00,False,no_free_history
0001739942,SWI,SOLARWINDS CORP,technology,last_filing_inline_xbrl,SWI,2026-08-13T10:06:08.819451+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:09.017987+00:00,2020-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,False,no_free_history
0001747748,XM,QUALTRICS INTERNATIONAL INC.,technology,last_filing_inline_xbrl,XM,2026-08-13T10:06:19.699521+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:19.946489+00:00,2023-04-01 00:00:00+00:00,2024-07-01 00:00:00+00:00,False,no_free_history
