cik10,company_name_as_filed,sector,last_eligible_accession,last_eligible_available_at,recovered_symbols,recovery_status,primary_document,source_sha256
0000061398,TELLURIAN INC. /DE/,energy,0000061398-24-000031,2024-08-09 00:00:00+00:00,TELL|TELZ,xbrl_symbol_recovered,tell-20240630.htm,13962bb82580ad8c417712ae44dc7a1665bc041f166eb8eb410ef661c11cdb12
0000072207,NOBLE ENERGY INC,energy,0000072207-20-000069,2020-08-04 00:00:00+00:00,NBL,xbrl_symbol_recovered,nbl-20200630x10q.htm,7c20f6e7a61dfa9d7931ec10bb25de781997b772442ec8e02da978c802ddbbcc
0000077159,RANGER OIL CORP,energy,0000077159-23-000012,2023-05-10 00:00:00+00:00,ROCC,xbrl_symbol_recovered,rocc-20230331.htm,b17a56b67c88627721c707093e92174315336ac4bb6cd747749c19bb49d62db2
0000077877,"PDC ENERGY, INC.",energy,0000077877-23-000042,2023-08-02 00:00:00+00:00,PDCE,xbrl_symbol_recovered,pdce-20230630.htm,9eb0737f9666c50ed370d5bcbfcd38da5417538ad118e0ea8807b29fbbb20a35
0000101778,MARATHON OIL CORP,energy,0000101778-24-000136,2024-11-07 00:00:00+00:00,MRO,xbrl_symbol_recovered,mro-20240930.htm,4a1341743b5ac5ce32608fec360e9f29798d2e109b4e73b338ee014a4c748749
0000315131,PHX MINERALS INC.,energy,0001564590-20-056736,2020-12-11 00:00:00+00:00,PHX,xbrl_symbol_recovered,phx-10k_20200930.htm,bd099506595cd861f84a4b12d5223eaaf246df88d361c115a45b67b7dc431edd
0000351817,"SILVERBOW RESOURCES, INC.",energy,0000351817-24-000084,2024-05-03 00:00:00+00:00,SBOW,xbrl_symbol_recovered,sbow-20240331.htm,9577aac87379bfa9389184d36ff52de709dbaf79dd81da4c5cb9205af5c46c2d
0000732834,"CONTINENTAL RESOURCES, INC",energy,0000732834-22-000035,2022-11-03 00:00:00+00:00,CLR,xbrl_symbol_recovered,clr-20220930.htm,50dd1f7f7323be801091563ca010c3d3d024162a751e8594570c7484fd0123fe
0000773910,ANADARKO PETROLEUM CORP,energy,0000773910-19-000054,2019-07-31 00:00:00+00:00,APC,xbrl_symbol_recovered,apc20192q-10q.htm,2e229a1f17fb273c6385b73b1eb2aee1ae18d58eaeef3affbf372f4bdf9432b2
0000858470,COTERRA ENERGY INC.,energy,0000858470-26-000073,2026-02-28 00:00:00+00:00,CTRA,xbrl_symbol_recovered,cog-20251231.htm,f0644ced2968f4916e63732cb9b86113816ee4a4bbccf5e8a3a3ade9657f7e0d
0000866609,ION GEOPHYSICAL CORP,energy,0000866609-20-000069,2020-11-06 00:00:00+00:00,IO,xbrl_symbol_recovered,io-20200930.htm,d5a652a176dbbd5d0c6481f933cb862d1244895d9c60854231139100695b7b68
0000867665,ABRAXAS PETROLEUM CORP,energy,0001437749-20-023180,2020-11-10 00:00:00+00:00,AXAS,xbrl_symbol_recovered,axas20200930_10q.htm,2d46c6cf0daed94ec87a5edd4023553963198bf63c74419875c6bca7dc2a3a88
0000886835,SUPERIOR ENERGY SERVICES INC,energy,0000886835-20-000015,2020-11-07 00:00:00+00:00,SPNX,xbrl_symbol_recovered,spnx-20200930x10q.htm,4563996aa30d9a743015902ffbd98a59ebbe74ec3b5a22221597ad817ffe9dd1
0000890447,VERTEX ENERGY INC.,energy,0001628280-24-035766,2024-08-09 00:00:00+00:00,VTNR,xbrl_symbol_recovered,vtnr-20240630.htm,893da5f312f2db50284ae84eea696278a68e954085dd8670735d76e1cadd1dcb
0000928022,CALLON PETROLEUM CO,energy,0000928022-24-000031,2024-02-27 00:00:00+00:00,CPE,xbrl_symbol_recovered,cpe-20231231.htm,29c504ad94f1dcbd04da783f131b7f38e8456f90b17a7032cfe4d85b49d61de8
0000949039,"DIAMOND OFFSHORE DRILLING, INC.",energy,0000950170-24-092631,2024-08-08 00:00:00+00:00,DO,xbrl_symbol_recovered,do-20240630.htm,d5ad2155562d29de8ae2a1adfe44b6e3ce1db159d286527c589f54ec1f768051
0001000229,CORE LABORATORIES N V,energy,0000950170-23-015365,2023-04-28 00:00:00+00:00,CLB,xbrl_symbol_recovered,clb-20230331.htm,1268f76f8b122844dab40b7d6b05306b0b8b7f5c85bf1b7110960ec50bee330b
0001037676,"ARCH RESOURCES, INC.",energy,0001558370-24-014411,2024-11-06 00:00:00+00:00,ARCH,xbrl_symbol_recovered,arch-20240930x10q.htm,e47d848d144607f72f7a42d2db44b84dc8ab9f2081c00bf1f37ff80211528430
0001038357,PIONEER NATURAL RESOURCES CO,energy,0001038357-24-000043,2024-05-03 00:00:00+00:00,PXD,xbrl_symbol_recovered,pxd-20240331.htm,5dc2132b6471784bf8d760a141fafe4d35c5daa59fec838e0917c1eb4becea96
0001040593,CARRIZO OIL & GAS INC,energy,0001040593-19-000117,2019-11-06 00:00:00+00:00,CRZO,xbrl_symbol_recovered,crzo3q19form10-q.htm,68cc494defd80752398f30897b91869fd10c9017f7426667962c074aa5e74176
0001108827,"QEP RESOURCES, INC.",energy,0001108827-21-000012,2021-02-25 00:00:00+00:00,QEP,xbrl_symbol_recovered,qep-20201231.htm,0a821ba7b19d4939a54b183f5f6e3510705ca9121b6a11f33d06e655f5ddc93a
0001109189,"BASIC ENERGY SERVICES, INC.",energy,0001109189-19-000155,2019-11-02 00:00:00+00:00,BAS,xbrl_symbol_recovered,bas-20190930.htm,117044a7852d416ee263e5215cbe5d4e1462a37fcc19c1f5b2b47886872d0496
0001157806,ENCANA CORP,energy,0001564590-19-039883,2019-11-05 00:00:00+00:00,ECA,xbrl_symbol_recovered,eca-10q_20190930.htm,77f94c49a08aac19ace5d905f767deeecfddfe4fd2e2c3e6b7b4c5c50048aa5c
0001168054,CIMAREX ENERGY CO,energy,0001168054-21-000025,2021-08-07 00:00:00+00:00,XEC,xbrl_symbol_recovered,xec-20210630.htm,8f7750798b12cb0f805e5905f70e2aa835475dd8fdebd628b7ec3c228c6b2d5c
0001255474,WHITING PETROLEUM CORP,energy,0001255474-22-000024,2022-05-05 00:00:00+00:00,WLL,xbrl_symbol_recovered,wll-20220331x10q.htm,03062990383441eb08509ae8a43e6303ecf20c1152f9baeff42c0c2cfea6448a
0001289790,MACQUARIE INFRASTRUCTURE CORP,energy,0001628280-21-015235,2021-08-04 00:00:00+00:00,MIC,xbrl_symbol_recovered,mic-20210630.htm,0fb0592c0e696449429f813d014e980020e277c3a72e62bec32a2084e8d0f6de
0001326089,SUNDANCE ENERGY INC.,energy,0001558370-20-013398,2020-11-10 00:00:00+00:00,SNDE,xbrl_symbol_recovered,snde-20200930x10q.htm,0f7209b207451d34c77cce72399d19a14613e1a672268e9e2211d6588fe09912
0001340122,"CALUMET SPECIALTY PRODUCTS PARTNERS, L.P.",energy,0001340122-24-000042,2024-05-11 00:00:00+00:00,CLMT,xbrl_symbol_recovered,clmt-20240331x10q.htm,034772fe768fcbb74957078c39ade3ea023ca4fb2d48f9153b7394f88c09ae1b
0001346980,"CHAPARRAL ENERGY, INC.",energy,0001346980-20-000082,2020-08-18 00:00:00+00:00,CHAP,xbrl_symbol_recovered,chap-20200630.htm,557d4b0254afe351f131b26ae115c88e37f7c0e5a6d6c0948f6837331f93787f
0001358071,CONCHO RESOURCES INC,energy,0001358071-20-000059,2020-10-28 00:00:00+00:00,CXO,xbrl_symbol_recovered,cxo-20200930.htm,385166ce3051b78b50b1b57908542d164e2cb4f2ab4bd1da0d5d0a23bf5f3b3b
0001413507,SRC ENERGY INC.,energy,0001413507-19-000147,2019-11-07 00:00:00+00:00,SRCI,xbrl_symbol_recovered,q31910-qsci20190930.htm,d7fe5cb603b341e3116b41721017df7ea8a48b7075015866df347daef8b26ed4
0001449488,CSI COMPRESSCO LP,energy,0001449488-24-000013,2024-03-02 00:00:00+00:00,CCLP,xbrl_symbol_recovered,cclp-20231231.htm,4cf8e42c4f08e594d532d9918b9f9a1e43d8f99838fcc6b8ca1b582fe8634483
0001458891,NOBLE CORP,energy,0001628280-22-021784,2022-08-10 00:00:00+00:00,NE,xbrl_symbol_recovered,ne-20220630.htm,dd99accf4f1a5aded69255e4f6c33600ea46d2a55b618da2c6f95c9b5323904f
0001489136,SEMGROUP CORP,energy,0001489136-19-000038,2019-11-08 00:00:00+00:00,SEMG,xbrl_symbol_recovered,semg9301910-q.htm,7aab9005120b8dc40e7905b2aa08df8ff202aded78b884d6cec03847a870c6d0
0001509589,"CIVITAS RESOURCES, INC.",energy,0001509589-25-000059,2025-11-07 00:00:00+00:00,CIVI,xbrl_symbol_recovered,civi-20250930.htm,b7c8072658c5ca1680b1070e58c7f629defabf76be419affc3b35a118e815a96
0001517342,PACIFIC DRILLING S.A.,energy,0001558370-20-013066,2020-11-07 00:00:00+00:00,PACD,xbrl_symbol_recovered,pacd-20200930x10q.htm,a8cac1934971bc64c66cf6d4c4d032b7b0f52b8918674e8addeff6729d1b953b
0001518832,"WPX ENERGY, INC.",energy,0001518832-20-000019,2020-11-04 00:00:00+00:00,WPX,xbrl_symbol_recovered,wpx-20200930.htm,de8fd6cbfbe42f5f7e9215a27a30f437a8ae3969f134a2adfb323a5ed4e60a67
0001525287,SPRAGUE RESOURCES LP,energy,0001525287-22-000035,2022-08-05 00:00:00+00:00,SRLP,xbrl_symbol_recovered,srlp-20220630.htm,ceaf642c1dbec7aaa1ffdb7cef189bfc83a88ec93c16166677e20b831cf4c040
0001528129,"VITAL ENERGY, INC.",energy,0001528129-25-000144,2025-11-04 00:00:00+00:00,VTLE,xbrl_symbol_recovered,vtle-20250930.htm,106abe312b5d23bd426c9086aa1be098b482d09f61179bc6611f08cf216820cc
0001529463,"FTS INTERNATIONAL, INC.",energy,0001558370-20-013172,2020-11-07 00:00:00+00:00,FTSI,xbrl_symbol_recovered,ftsi-20200930x10q.htm,ceef26867eaaca57cdaf3de95bb0898de26bf6895b2ff3ccca50c00f035e1806
0001537028,"INDEPENDENCE CONTRACT DRILLING, INC.",energy,0001537028-20-000099,2020-11-04 00:00:00+00:00,ICD,xbrl_symbol_recovered,icd-20200930.htm,7bdac140a4f23387fef6599e1e6726df89e45b75ed3a000116f8e7215aab723b
0001575828,EXPRO GROUP HOLDINGS N.V.,energy,0001437749-26-004727,2026-02-20 00:00:00+00:00,XPRO,xbrl_symbol_recovered,xpro20251231_10k.htm,0e58ad082594b9504f5d7848d8923629df6eaad99266930803a2caa3f17fa389
0001594466,"PARSLEY ENERGY, INC.",energy,0001594466-20-000136,2020-10-31 00:00:00+00:00,PE,xbrl_symbol_recovered,pe-20200930.htm,c4d70e3f4b8ed16d5f9871cf0fde4f79eb6913f36a1c5e73aa24b5125264cbde
0001600470,MONTAGE RESOURCES CORP,energy,0001564590-20-051720,2020-11-07 00:00:00+00:00,MR,xbrl_symbol_recovered,mr-10q_20200930.htm,f5a988adfe649636cbb0efc316002133f91eba2ee0d6b0c928c8c248f4d7e915
0001602065,"VIPER ENERGY, INC.",energy,0001602065-25-000061,2025-08-07 00:00:00+00:00,VNOM,xbrl_symbol_recovered,vnom-20250630.htm,901e28d763bc178d4e950057cd3d5cfda6090d53f3e0820bfd374b1368492e49
0001615817,"C&J ENERGY SERVICES, INC.",energy,0001615817-19-000058,2019-08-08 00:00:00+00:00,CJ,xbrl_symbol_recovered,cjes-20190630.htm,27918cc589a2086dcde24336f11177bb68ebccdab83806b975c3023506104baf
0001637558,CONSOL COAL RESOURCES LP,energy,0001437749-20-022620,2020-11-06 00:00:00+00:00,CCR,xbrl_symbol_recovered,ccr20200818_10q.htm,0f41a49e77e0bcca3027c94d657dcc91ec2e917ad24039f06840cbf238193ee9
0001652133,OASIS MIDSTREAM PARTNERS LP,energy,0001652133-21-000047,2021-11-05 00:00:00+00:00,OMP,xbrl_symbol_recovered,omp-20210930.htm,2a3c77e0fe618facbf15a7e1edf62c7b76006f968a9841efe7d02a91212bf225
0001670349,"U.S. WELL SERVICES, INC.",energy,0001564590-20-051843,2020-11-07 00:00:00+00:00,USWS|USWSW,xbrl_symbol_recovered,usws-10q_20200930.htm,050ddbe243fddfd08d6a40bb93a0c3c905ca5612db8d4079d06fe41ae1492a3a
0001685715,JAGGED PEAK ENERGY INC.,energy,0001685715-19-000043,2019-11-08 00:00:00+00:00,JAG,xbrl_symbol_recovered,a2019q310-q.htm,79023bb2e93d412eb393e64d0a9a25957dc0f7d3835e9914011aef5669d61f67
0001688476,NEXTIER OILFIELD SOLUTIONS INC.,energy,0001688476-23-000103,2023-07-27 00:00:00+00:00,NEX,xbrl_symbol_recovered,nex-20230630.htm,3c50f2fa9ddc4deac0bb736c794b202f3f28a28ffddd2d8a09c2a14eda2780a7
0001703785,SITIO ROYALTIES CORP.,energy,0000950170-22-023278,2022-11-09 00:00:00+00:00,STR,xbrl_symbol_recovered,str-20220930.htm,05def4c503ad0f7948e7b64b86cd4be1042b401414c3e73f688006156a285f65
0001705873,BERRY CORP (BRY),energy,0001705873-25-000076,2025-11-06 00:00:00+00:00,BRY,xbrl_symbol_recovered,bry-20250930.htm,c56b5ec7ecb924bfacd6c680921a811c03c11114e01e47afcc04a63fdf349fd7
0001725526,HIGHPOINT RESOURCES CORP,energy,0001725526-20-000114,2020-11-10 00:00:00+00:00,HPR,xbrl_symbol_recovered,hpr-20200930.htm,f7b9e32828680fb392db04ab6b58c6a9efd2e32d49ba5b6d4c0ec942c94fb183
0001745797,"BRIGHAM MINERALS, INC.",energy,0001745797-22-000054,2022-11-04 00:00:00+00:00,MNRL,xbrl_symbol_recovered,mnrl-20220930.htm,0f3cf0242082956115c04d0f7a43b05dd3bc5c8d268e836275af3444050da2c2
0001845290,"MACQUARIE INFRASTRUCTURE HOLDINGS, LLC",energy,0001628280-22-011875,2022-05-04 00:00:00+00:00,MIC,xbrl_symbol_recovered,mic-20220331.htm,5d0f6626c7fd4b1837b9c5cb59da39ddcaf2e8986771130d5ee33720198c930c
0001865187,"ARIS WATER SOLUTIONS, INC.",energy,0001558370-25-011062,2025-08-12 00:00:00+00:00,ARIS,xbrl_symbol_recovered,aris-20250630x10q.htm,2a0d0ef2e890682a971ce2f0ed9ffe6139b9c3a49e48dafbeb5f06272be1fda0
0001949543,SITIO ROYALTIES CORP.,energy,0001628280-25-037434,2025-08-05 00:00:00+00:00,STR,xbrl_symbol_recovered,str-20250630.htm,8028a40629db79f88efa5cc99671a3ecb621f5d47876e413b6dc2edadbda0b45
0000021510,COHERENT INC,technology,0000021510-22-000023,2022-05-12 00:00:00+00:00,COHR,xbrl_symbol_recovered,cohr-20220402.htm,f282143516294886d268f55068664799c2452041f1d03d85686c86171b329b32
0000023111,COMPUTER TASK GROUP INC,technology,0000950170-23-060936,2023-11-09 00:00:00+00:00,CTG,xbrl_symbol_recovered,ctg-20230929.htm,12e4b1453a3257158e650089fe8fedde88fe5d5c59224960c4ede8dbd1232c45
0000026076,CUBIC CORP /DE/,technology,0001558370-21-005917,2021-05-06 00:00:00+00:00,CUB,xbrl_symbol_recovered,cub-20210331x10q.htm,300f587aaa91ea8950b9330babce96730ac06ce2b3fe15b9859b797fd705fab2
0000036047,"CORELOGIC, INC.",technology,0000036047-21-000033,2021-05-08 00:00:00+00:00,CLGX,xbrl_symbol_recovered,clgx-20210331.htm,f52ebc46781dc0702a1743091e26c5452c31b8e921cb053e41b078ae6cd6c6f8
0000068709,MTS SYSTEMS CORP,technology,0000068709-21-000004,2021-02-10 00:00:00+00:00,MTSC,xbrl_symbol_recovered,mtsc-20210102.htm,015df4ed5e5e770dc2b0d515530613afa600766ce969fa78335c28eb25244ec1
0000088790,INTRICON CORP,technology,0001437749-22-011526,2022-05-10 00:00:00+00:00,IIN,xbrl_symbol_recovered,iin20220331_10q.htm,debb15245fe0fc0d232a5dcb231561e9cd4119b3ab594d230082cd01dd9cd735
0000108772,XEROX CORP,technology,0001770450-19-000006,2019-08-07 00:00:00+00:00,XRX,xbrl_symbol_recovered,xrxcombined-63019x10q.htm,268272c8717ebd76cbf1fd71725841416963255a755b02af19eae0be5189b071
0000350868,"ITERIS, INC.",technology,0000350868-24-000025,2024-08-09 00:00:00+00:00,ITI,xbrl_symbol_recovered,iti-20240630.htm,1ebc001c32d6cb7baad67a749ea7107a02689f47fcefc2b334ee4347f6dcb4ee
0000354908,FLIR SYSTEMS INC,technology,0000354908-21-000066,2021-05-07 00:00:00+00:00,FLIR,xbrl_symbol_recovered,flir-20210331.htm,27c302988e47a77ff6eeb8b112faecfb5c7d06cbd8919c30362a3ee637f4931e
0000708818,"NEXTGEN HEALTHCARE, INC.",technology,0000950170-23-054878,2023-10-25 00:00:00+00:00,NXGN,xbrl_symbol_recovered,nxgn-20230930.htm,32b6ee2c9327eac695bdc704b4bcb05045110cb3832d96c8a6d687127c970f2f
0000713425,"LOGILITY SUPPLY CHAIN SOLUTIONS, INC",technology,0001628280-25-008931,2025-03-01 00:00:00+00:00,LGTY,xbrl_symbol_recovered,amswa-20250131.htm,8900089f4d363d7ce54ad285b89c91d6fdeca0d93888c58f575f4e4bf395d1fe
0000718877,"ACTIVISION BLIZZARD, INC.",technology,0001628280-23-026269,2023-08-01 00:00:00+00:00,ATVI,xbrl_symbol_recovered,atvi-20230630.htm,d4b615a1a11790d302f5d64e0f41e151cfea60ff4d99bc8982bae2eae83f64a2
0000727207,"ACCELERATE DIAGNOSTICS, INC",technology,0001628280-20-015938,2020-11-07 00:00:00+00:00,AXDX,xbrl_symbol_recovered,axdx-20200930.htm,193935ad51cbd73919492d7391331d778907feb29da19929a07aeff3357b4237
0000730255,CALAMP CORP.,technology,0000950170-24-003368,2024-01-10 00:00:00+00:00,CAMP,xbrl_symbol_recovered,camp-20231130.htm,a2ba0c99fd59bb7887bbb91b75d99cacb2697315a8b0382bc3eeb7910fb82702
0000743316,MAXIM INTEGRATED PRODUCTS INC,technology,0000743316-21-000025,2021-08-21 00:00:00+00:00,MXIM,xbrl_symbol_recovered,mxim-20210626.htm,328b69b529fdcc4b16442d5ebfced6687e61dc6efbdf079e41aec13a9fb312ef
0000743988,XILINX INC,technology,0000743988-22-000008,2022-01-28 00:00:00+00:00,XLNX,xbrl_symbol_recovered,xlnx-20220101.htm,0a8cb081e5929142aebb735313985295a1a581b7595139f3a7af25586068f099
0000790703,TECH DATA CORP,technology,0000790703-20-000015,2020-06-04 00:00:00+00:00,TECD,xbrl_symbol_recovered,fy21q1document.htm,a8354c4d0331f316c91e41ccf7914571515e805bd32bde069e21ffb2e6167d6e
0000791915,CYPRESS SEMICONDUCTOR CORP /DE/,technology,0000791915-20-000006,2020-02-22 00:00:00+00:00,CY,xbrl_symbol_recovered,cy-12292019x10xk.htm,2f5cb7a307298eeb03371dcc1b6509290ae3abc8e91ce75598cf50d8d7fccb1e
0000804753,CERNER CORP,technology,0000804753-22-000024,2022-05-04 00:00:00+00:00,CERN,xbrl_symbol_recovered,cern-20220331.htm,f1316fa21c14a9dff67c88ff51ff291e6a9ce5c7296f9b4394d0049d59e9ea3b
0000808326,EMCORE CORP,technology,0000808326-24-000030,2024-08-15 00:00:00+00:00,EMKR,xbrl_symbol_recovered,emkr-20240630.htm,6205fca4f526068fc7f466fda36a23fdcfd6d4abed98809c1feeca9e2d634a1b
0000814549,EBIX INC,technology,0001628280-23-038965,2023-11-15 00:00:00+00:00,EBIX,xbrl_symbol_recovered,ebix-20230930.htm,cd410a9ae7b396e40a444224e4771f705ef04006e03e85965129011fba03633e
0000855612,ZIX CORP,technology,0001564590-21-055475,2021-11-10 00:00:00+00:00,ZIXI,xbrl_symbol_recovered,zixi-10q_20210930.htm,cf78c79fc591b64e54f6e7b6cb036ebf3417f6cdf6d14d499136665e3da6945c
0000859163,AVX CORP,technology,0001437749-20-001770,2020-02-06 00:00:00+00:00,AVX,xbrl_symbol_recovered,avx20191231_10q.htm,5e75c00c6ccd5adefec4fbb36065b00694f247d1a9e157c30e10595ad5699fc8
0000867773,SUNPOWER CORP,technology,0000867773-23-000130,2023-12-19 00:00:00+00:00,SPWR,xbrl_symbol_recovered,spwr-20231001.htm,d14c54d7a7fbe265fef5ec4aa1a9a25dd1a8e168cb01d7c7656fdbdc0a83adb4
0000877890,CITRIX SYSTEMS INC,technology,0000877890-22-000079,2022-07-27 00:00:00+00:00,CTXS,xbrl_symbol_recovered,ctxs-20220630.htm,2adcfd8dbd42c4cb9cd09464ef9387884aa73eda4b0138452613e92b4412217a
0000887226,PERCEPTRON INC/MI,technology,0001564590-20-027869,2020-06-02 00:00:00+00:00,PRCP,xbrl_symbol_recovered,prcp-10q_20200331.htm,87d857e8be10eba30c39de7ea498c0abdd6db159e002b76d57ee3b77b525da9b
0000887730,KEMET CORP,technology,0000887730-20-000032,2020-05-29 00:00:00+00:00,KEM,xbrl_symbol_recovered,fy2020q4form10-k.htm,a9b0cd23d5c342d115c564ee703583fedad40afe22f98aaec0c6fe46d8c3e473
0000896429,"CANTALOUPE, INC.",technology,0000896429-26-000004,2026-02-07 00:00:00+00:00,CTLP,xbrl_symbol_recovered,ctlp-20251231.htm,b56dd9721aae12be4c4c34f7f3d9174cd5be153d407ff0cc511776027f6fee32
0000896841,"AVID TECHNOLOGY, INC.",technology,0000896841-23-000153,2023-11-08 00:00:00+00:00,AVID,xbrl_symbol_recovered,avid-20230930.htm,acd8faf8f7e0960793433143ca646e3063dab2fb9decbc763cdc7422d6fafe10
0000914025,PLANTRONICS INC /CA/,technology,0000914025-22-000060,2022-08-12 00:00:00+00:00,POLY,xbrl_symbol_recovered,poly-20220702.htm,15466345c38b6ecab714af04c81b96d3dfb524b0443f77471c8abb0b9484c280
0000915778,DSP GROUP INC /DE/,technology,0001437749-21-025916,2021-11-10 00:00:00+00:00,DSPG,xbrl_symbol_recovered,dspg20210930_10q.htm,5b22e3bd8f34b035b0c4b812cf46de52b875c9d961d41ad8bd859ddf9a088390
0000917491,FARO TECHNOLOGIES INC,technology,0001628280-25-019728,2025-04-25 00:00:00+00:00,FARO,xbrl_symbol_recovered,faro-20250331.htm,c069352c8f23f0c92cf0b4e7068541c111162a109216cd8d7130b4123652ffbd
0000929940,ASPEN TECHNOLOGY INC /DE/,technology,0000929940-22-000029,2022-04-28 00:00:00+00:00,AZPN,xbrl_symbol_recovered,azpn-20220331.htm,498e780eaa8996ecf5b313b3c65a1dcc161d04904f860e3ee12d2f8ae657a4dd
0000935494,NATIONAL INSTRUMENTS CORP,technology,0000935494-23-000069,2023-07-29 00:00:00+00:00,NATI,xbrl_symbol_recovered,nati-20230630.htm,c9d0855e0ce432742014e465f5735e231452ec153b304ad67109ac2e2096b162
0000949158,CRAY INC,technology,0000949158-19-000147,2019-08-03 00:00:00+00:00,CRAY,xbrl_symbol_recovered,cray-6302019x10q.htm,ea87dde9f607b79061c7175815a80c9023291f603f39ff1e3238b4681095e2bf
0001002517,"NUANCE COMMUNICATIONS, INC.",technology,0001002517-22-000017,2022-02-08 00:00:00+00:00,NUAN,xbrl_symbol_recovered,nuan-20211231.htm,eebf9db7f885d41f5bcb2a40ef4a5f653a5bf3fcd159a75ffbb1c33bc59a278d
0001005757,CSG SYSTEMS INTERNATIONAL INC,technology,0001193125-26-059632,2026-02-20 00:00:00+00:00,CSGS,xbrl_symbol_recovered,csgs-20251231.htm,cb64dfa0df6321ac1fad033dbd57a1fd047209200dd85206e9227a30991cdbd4
0001006269,LORAL SPACE & COMMUNICATIONS INC.,technology,0001558370-20-012913,2020-11-06 00:00:00+00:00,LORL,xbrl_symbol_recovered,lorl-20200930x10q.htm,fb0b191bdc3a1619a81f2a0ab731914045601dfbd8b0fc491b5f5b871c4b33d0
0001010612,SYKES ENTERPRISES INC,technology,0001564590-21-042611,2021-08-10 00:00:00+00:00,SYKE,xbrl_symbol_recovered,syke-10q_20210630.htm,d0d864b479c7b698123e6f2e19873c73eec5602f572af8404382d7be32d045e8
0001013462,ANSYS INC,technology,0001013462-25-000017,2025-05-01 00:00:00+00:00,ANSS,xbrl_symbol_recovered,anss-20250331.htm,68beae94acc54986032b1562efb1a407b7ddb67363e8b5ba6e6881b81cea3e36
0001019671,SEACHANGE INTERNATIONAL INC,technology,0001564590-20-056748,2020-12-11 00:00:00+00:00,SEAC,xbrl_symbol_recovered,seac-10q_20201031.htm,8658196826e996d1474ada9a527a429b89a07829775ad138857848e0c4703635
0001036188,QAD INC,technology,0001437749-21-021796,2021-09-10 00:00:00+00:00,QADA|QADB,xbrl_symbol_recovered,qada20210731_10q.htm,c43e8249e76bbdd4d6929d95a2f171276096e871e3cc464c7ebff2857ebcf880
0001043604,JUNIPER NETWORKS INC,technology,0001043604-25-000065,2025-05-10 00:00:00+00:00,JNPR,xbrl_symbol_recovered,jnpr-20250331.htm,84d1b2e5123a3046f03b47ee171d26b76489024017f51a5110b3adac8fe30e9a
0001047122,RAYTHEON CO/,technology,0001047122-20-000009,2020-02-13 00:00:00+00:00,RTN,xbrl_symbol_recovered,rtn-12312019x10k.htm,b3b278ead089d78abfe2515a9cb3f0539ab62c78355f8568ad26a80894cc59ef
0001057083,PC TEL INC,technology,0000950170-23-061242,2023-11-09 00:00:00+00:00,PCTI,xbrl_symbol_recovered,pcti-20230930.htm,29443cfddcb4433f6f5f45cc6b29d72946f55def53151da398c89312dc63e986
0001058057,MARVELL TECHNOLOGY GROUP LTD,technology,0001058057-21-000009,2021-03-17 00:00:00+00:00,MRVL,xbrl_symbol_recovered,mrvl-20210130.htm,66efc12c99b7a0f99404519e3545d735191c5dc892259834d2e2e74da204f4f6
0001073349,BOTTOMLINE TECHNOLOGIES INC,technology,0001073349-22-000011,2022-05-11 00:00:00+00:00,EPAY,xbrl_symbol_recovered,epay-20220331.htm,2f5b8897a1501c8dfba8e1e34440bf57ede411c1990a0d9b81bee6fea2d30249
0001085869,PERFICIENT INC,technology,0001085869-24-000110,2024-08-09 00:00:00+00:00,PRFT,xbrl_symbol_recovered,prft-20240630.htm,e7dfe60645bd500f7a6307634f84693ed63cb71223a237d196bec29320a22fdc
0001101680,DZS INC.,technology,0001101680-24-000175,2024-11-13 00:00:00+00:00,DZSI,xbrl_symbol_recovered,dzsi-20240930.htm,8011c12946f9b30280f4a60f0091a39bd241522f57909a6c1bd73329c51ccede
0001102934,"CMC MATERIALS, INC.",technology,0001102934-22-000013,2022-05-06 00:00:00+00:00,CCMP,xbrl_symbol_recovered,ccmp-20220331.htm,5f40b5abe00f953c6c7f3bd5c81f76be98d1ab1b36c8607dc57125911c7d3367
0001108320,SMTC CORP,technology,0001564590-21-013718,2021-03-18 00:00:00+00:00,SMTX,xbrl_symbol_recovered,smtx-10k_20210103.htm,1e3cee64ea3801d74a9443bfb35b2bdd46ef68142cba34a3b40aea6248585cc9
0001110611,ON24 INC.,technology,0001628280-26-017337,2026-03-13 00:00:00+00:00,ONTF,xbrl_symbol_recovered,ontf-20251231.htm,7e467a669ccabe60468b40d0314b48106a432cf63971ef1f0235194d501a6f13
0001112920,GLOBALSCAPE INC,technology,0001185185-20-001111,2020-08-11 00:00:00+00:00,GSB,xbrl_symbol_recovered,globalscap20200630_10q.htm,0e0faedb268dd842520e415c0868349b87b17662efe980643278275b268f840f
0001118417,"MODEL N, INC.",technology,0001118417-24-000103,2024-05-08 00:00:00+00:00,MODN,xbrl_symbol_recovered,modn-20240331.htm,379fda8d817879f8e4ad490152cf54b76a2cbc69c9968ab283bd041c03dc31c7
0001121142,MAXAR TECHNOLOGIES INC.,technology,0001558370-23-007734,2023-05-04 00:00:00+00:00,MAXR,xbrl_symbol_recovered,maxr-20230331x10q.htm,6394b1496a7e10483e4638993f77854e23bec7f5fcb9007f7bfcb9e9ab3b7ad5
0001124610,"VMWARE, INC.",technology,0001124610-23-000064,2023-09-08 00:00:00+00:00,VMW,xbrl_symbol_recovered,vmw-20230804.htm,9febe657cac8dff23ca9b18fb2892a66be356f0d84854174450cb5b205afc5e6
