Date,Ticker,signal_value_observed,signal_name,source,frequency,lag_periods,research_only,notes,signal_value_tradable
2007-12-28,BIL,0.9024662737694141,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.9064701828652614
2008-01-04,BIL,0.8800884175976201,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.9024662737694141
2008-01-11,BIL,0.8773521081461669,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.8800884175976201
2008-01-18,BIL,0.8759537720406012,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.8773521081461669
2008-01-25,BIL,0.8759640731698891,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.8759537720406012
2008-02-01,BIL,0.8949189498580042,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.8759640731698891
2008-02-08,BIL,0.8821920800288652,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.8949189498580042
2008-02-15,BIL,0.8701749169726202,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.8821920800288652
2008-02-22,BIL,0.894291410473957,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.8701749169726202
2008-02-29,BIL,0.8956366419910335,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.894291410473957
2008-03-07,BIL,0.8929184921499722,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.8956366419910335
2008-03-14,BIL,0.8942797773900156,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.8929184921499722
2008-03-21,BIL,0.8995028036567349,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.8942797773900156
2008-03-28,BIL,0.7851521344327276,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.8995028036567349
2008-04-04,BIL,0.787399802803337,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.7851521344327276
2008-04-11,BIL,0.7704201848177603,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.787399802803337
2008-04-18,BIL,0.6735287047172476,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.7704201848177603
2008-04-25,BIL,0.7431164931800359,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.6735287047172476
2008-05-02,BIL,0.6612511013227347,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.7431164931800359
2008-05-09,BIL,0.6528759938931997,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.6612511013227347
2008-05-16,BIL,0.6240911565629446,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.6528759938931997
2008-05-23,BIL,0.5993146287342167,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.6240911565629446
2008-05-30,BIL,0.6096190991731564,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.5993146287342167
2008-06-06,BIL,0.5873617879883813,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.6096190991731564
2008-06-13,BIL,0.6232102137924447,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.5873617879883813
2008-06-20,BIL,0.6035191564672018,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.6232102137924447
2008-06-27,BIL,0.6204845653949381,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.6035191564672018
2008-07-04,BIL,0.6125596037693315,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.6204845653949381
2008-07-11,BIL,0.6266202629670665,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.6125596037693315
2008-07-18,BIL,0.6125059812993636,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.6266202629670665
2008-07-25,BIL,0.5920950044455549,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.6125059812993636
2008-08-01,BIL,0.5389432294812234,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.5920950044455549
2008-08-08,BIL,0.5455008839176833,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.5389432294812234
2008-08-15,BIL,0.5454710113042918,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.5455008839176833
2008-08-22,BIL,0.5518212115419397,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.5454710113042918
2008-08-29,BIL,0.4894835744269252,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.5518212115419397
2008-09-05,BIL,0.500754987713476,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.4894835744269252
2008-09-12,BIL,0.47161344988798876,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.500754987713476
2008-09-19,BIL,0.3960517034634124,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.47161344988798876
2008-09-26,BIL,0.652290178683103,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.3960517034634124
2008-10-03,BIL,0.6340809062406999,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.652290178683103
2008-10-10,BIL,0.6536183172147836,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.6340809062406999
2008-10-17,BIL,0.35249811894336625,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.6536183172147836
2008-10-24,BIL,0.36619658042855235,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.35249811894336625
2008-10-31,BIL,0.41729253102400055,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.36619658042855235
2008-11-07,BIL,0.46160423481523566,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.41729253102400055
2008-11-14,BIL,0.47609652633879007,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.46160423481523566
2008-11-21,BIL,0.4419704984564463,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.47609652633879007
2008-11-28,BIL,0.30078224830639916,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.4419704984564463
2008-12-05,BIL,0.3422795798633411,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.30078224830639916
2008-12-12,BIL,0.2819135984707435,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.3422795798633411
2008-12-19,BIL,0.25693418400107715,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.2819135984707435
